Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd
Molecular Imaging and Biology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11307,Springer Science+Business Media B.V.,1536-1632,1860-2002,2005-01-01,Present
固体力学学报英文版 = Acta Mechanica Solida Sinica,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/acta-mechanica-solida-sinica,Springer Verlag,0894-9166,1860-2134,2006-03-01,2017-12-31
计算机科学技术学报英文版 = Journal of Computer Science ＆ Technology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11390,Springer Science+Business Media B.V.,1000-9000,1860-4749,1997-01-01,Present
"Chinese Annals of Mathematics,Series B = 数学年刊B辑英文版",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11401,Springer Science+Business Media B.V.,0252-9599,1860-6261,2006-01-01,Present
Journal of Economic Interaction and Coordination,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11403,Springer Berlin Heidelberg,1860-711X,1860-7128,2006-01-01,Present
Forensic Toxicology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11419,Springer Japan,1860-8965,1860-8973,2006-01-01,Present
Der Diabetologe,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11428,Springer Science+Business Media B.V.,1860-9716,1860-9724,2005-01-01,Present
Journal of natural medicines,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11418,Springer Japan,1340-3443,1861-0293,2006-01-01,Present
Clinical Research in Cardiology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/392,Springer Science+Business Media B.V.,1861-0684,1861-0692,1997-01-01,Present
Clinical Research in Cardiology Supplements,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11789,Springer Verlag,1861-0706,1861-0714,2006-01-01,Present
Acta Geotechnica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11440,Springer Science+Business Media B.V.,1861-1125,1861-1133,2006-01-01,Present
Acta Physiologiae Plantarum,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11738,Springer Science+Business Media B.V.,0137-5881,1861-1664,1997-01-01,Present
Journal on Data Semantics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13740,Springer Science+Business Media B.V.,1861-2032,1861-2040,2012-01-01,Present
Intelligent Service Robotics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11370,Springer Science+Business Media B.V.,1861-2776,1861-2784,2008-01-01,Present
Japanese Journal of Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11537,Mathematical Society of Japan,0289-2316,1861-3624,2006-01-01,Present
Journal of Plant Diseases and Protection,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/41348,Springer Verlag GMBH Germany,1861-3829,1861-3837,2003-01-01,Present
Brain tumor pathology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10014,Springer Verlag,1433-7398,1861-387X,1997-01-01,Present
International Journal of Computer Assisted Radiology and Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11548,Springer Science+Business Media B.V.,1861-6410,1861-6429,2006-01-01,Present
Prävention und Gesundheitsförderung,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11553,Springer Science+Business Media B.V.,1861-6755,1861-6763,2006-01-01,Present
European Review of Aging and Physical Activity,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11556,Springer Nature,1813-7253,1861-6909,2006-01-01,2014-12-31
Journal of Real-Time Image Processing,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11554,Springer Science+Business Media B.V.,1861-8200,1861-8219,2006-01-01,Present
Leviathan (Springer),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11578,Nomos Verlagsgesellschaft mbH & Co. KG,0340-0425,1861-8588,2000-01-01,2011-12-31
Management International Review,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11575,Springer Science+Business Media B.V.,0938-8249,1861-8901,2006-01-01,Present
KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11577,Springer Science+Business Media B.V.,0023-2653,1861-891X,2000-01-01,Present
Journal of Business Economics = Zeitschrift für Betriebswirtschaft,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11573,Springer Science+Business Media B.V.,0044-2372,1861-8928,2006-01-01,Present
Wirtschaftsinformatik,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11576,Springer Fachmedien Wiesbaden,0937-6429,1861-8936,1999-01-01,2014-12-31
Mycological progress,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11557,Springer Science+Business Media B.V.,1617-416X,1861-8952,2002-01-01,Present
大气科学进展英文版 = Advances in Atmospheric Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/376,Springer Science+Business Media B.V.,0256-1530,1861-9533,1997-01-01,Present
科学通报英文版 = Chinese Science Bulletin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11434,Springer Verlag,1001-6538,1861-9541,1997-01-01,2010-12-31
地理学报英文版 = Journal of Geographical Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11442,Springer Science+Business Media B.V.,1009-637X,1861-9568,2001-01-01,Present
系统科学与系统工程学报英文版 = Journal of Systems Science and Systems Engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11518,Springer Science+Business Media B.V.,1004-3756,1861-9576,2003-01-01,Present
Der Gastroenterologe,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11377,Springer Verlag,1861-9681,1861-969X,2006-01-01,Present
Der Nephrologe,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11560,Springer Verlag,1862-040X,1862-0418,2006-01-01,Present
Ionics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11581,Springer Science+Business Media B.V.,0947-7047,1862-0760,1997-01-01,Present
浙江英文版A辑：应用物理和工程 = Journal of Zhejiang University Science A：Applied Physics & Engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11582,Springer Science+Business Media B.V.,1673-565X,1862-1775,2000-01-01,Present
浙江英文版B辑：生物医学和生物技术 = Journal of Zhejiang University Science B：Biomedicine & Biotechnology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11585,Springer Science & Business Media,1673-1581,1862-1783,2005-01-01,Present
Zeitschrift für Psychodrama und Soziometrie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11620,VS Verlag für Sozialwissenschaften (GWV),1619-5507,1862-2526,2002-01-01,Present
Publizistik,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11616,Springer Science+Business Media B.V.,0033-4006,1862-2569,2000-01-01,Present
"Organisationsberatung, Supervision, Coaching",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11613,VS Verlag für Sozialwissenschaften (GWV),1618-808X,1862-2577,2000-01-01,Present
Österreichische Zeitschrift für Soziologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11614,Springer Science+Business Media B.V.,1011-0070,1862-2585,2001-01-01,Present
Berliner Journal für Soziologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11609,Springer Science+Business Media B.V.,0863-1808,1862-2593,2000-01-01,Present
Datenschutz und Datensicherheit,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11623,Springer Science+Business Media B.V.,1614-0702,1862-2607,2006-01-01,Present
Gruppendynamik und Organisationsberatung,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11612,Springer,1618-7849,1862-2615,2000-01-01,2015-12-31
Science in China Series A: Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11425,Springer Science+Business Media B.V.,2095-0519,1862-2763,2003-01-01,2009-12-31
"Science in China. Series B, chemistry",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11426,Springer Science+Business Media B.V.,1006-9291,1862-2771,1997-01-01,2009-12-31
Science China Life Sciences=中国科学 生命科学(英文版),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11427,Springer Science+Business Media B.V.,1006-9305,1862-2798,1997-01-01,2009-12-31
Science in China Series D: Earth Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11430,Springer Science+Business Media B.V.,1006-9313,1862-2801,1997-01-01,2009-12-31
"Science in China. Series E, Technological Sciences",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11431,Springer Science+Business Media B.V.,1006-9321,1862-281X,1997-01-01,2009-12-31
Science in China Series F: Information Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11432,Springer Science+Business Media B.V.,1009-2757,1862-2836,2001-01-01,2009-12-31
Science in China Series G: Physics Mechanics and Astronomy,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11433,Springer Science+Business Media B.V.,1672-1799,1862-2844,2003-01-01,2009-12-31
Politische Vierteljahresschrift (Springer),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11615,Nomos Verlagsgesellschaft mbH & Co. KG,0032-3470,1862-2860,2000-01-01,2010-12-31
Archives of Osteoporosis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11657,Springer Verlag London Ltd,1862-3522,1862-3514,2006-01-01,Present
Sustainability science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11625,Springer Science+Business Media B.V.,1862-4065,1862-4057,2006-01-01,Present
Optimization letters,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11590,Springer Verlag,1862-4472,1862-4480,2007-01-01,Present
Zeitschrift für Erziehungswissenschaft,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11618,VS Verlag für Sozialwissenschaften (GWV),1434-663X,1862-5215,2000-01-01,Present
Radiation Medicine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11604,Medical Tribune Incorporated,0288-2043,1862-5274,2006-01-01,2008-12-31
Advances in Data Analysis and Classification,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11634,Springer Science+Business Media B.V.,1862-5347,1862-5355,2007-01-01,Present
Obere Extremität,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11678,Springer Berlin Heidelberg,1862-6599,1862-6602,2006-01-01,Present
"Forensische Psychiatrie, Psychologie, Kriminologie",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11757,Springer Science+Business Media B.V.,1862-7072,1862-7080,2007-01-01,Present
Service Business,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11628,Springer Verlag,1862-8516,1862-8508,2007-01-01,Present
Best Practice Onkologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11654,Springer Verlag,0946-4565,1862-8559,2006-01-01,Present
Mathematics and Financial Economics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11579,Springer Science+Business Media B.V.,1862-9679,1862-9660,2007-01-01,Present
"Signal, image and video processing",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11760,Springer Science+Business Media B.V.,1863-1703,1863-1711,2007-01-01,Present
Japanese Journal of Thoracic and Cardiovascular Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11748,Springer Verlag,1344-4964,1863-2092,1998-01-01,2006-12-31
Seminars in Immunopathology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/281,Springer Science+Business Media B.V.,1863-2297,1863-2300,1997-01-01,Present
上海英文版 = Journal of Shanghai University (English Edition),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11741,上海大学,1007-6417,1863-236X,1997-01-01,2011-12-31
Service oriented computing and applications,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11761,Springer Science+Business Media B.V.,1863-2386,1863-2394,2007-01-01,Present
Journal of Robotic Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11701,Springer Science+Business Media B.V.,1863-2483,1863-2491,2007-01-01,Present
Cliometrica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11698,Springer Verlag,1863-2505,1863-2513,2007-01-01,Present
Journal of Children's Orthopaedics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11832,British Editorial Society of Bone & Joint Surgery,1863-2521,1863-2548,2007-01-01,2013-12-31
Brain Structure and Function,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/429,Springer Science+Business Media B.V.,1863-2653,1863-2661,1997-01-01,Present
Wiener Klinische Wochenschrift Education,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11812,Springer,1863-3579,1863-3765,2006-01-01,Present
Irish Journal of Medical Science (1971 -),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11845,Springer Verlag London Ltd,0021-1265,1863-4362,1997-01-01,Present
International Review of Economics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12232,Springer Science & Business Media,1865-1704,1863-4613,2006-01-01,Present
Plant biotechnology reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11816,Springer Science+Business Media B.V.,1863-5466,1863-5474,2007-01-01,Present
Medizinische Genetik,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11825,Springer Science+Business Media B.V.,0936-5931,1863-5490,2007-01-01,Present
Review of Managerial Science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11846,Springer Verlag,1863-6683,1863-6691,2007-01-01,Present
General Thoracic and Cardiovascular Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11748,Springer,1863-6705,1863-6713,2007-01-01,Present
Journal of Phase Equilibria and Diffusion,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11669,Springer Science+Business Media B.V.,1547-7037,1863-7345,1998-01-01,Present
Production Engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11740,Springer Science+Business Media B.V.,0944-6524,1863-7353,2007-01-01,Present
Functional Analysis and Other Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11853,Springer Berlin Heidelberg,1991-0061,1863-7914,2006-01-01,2011-12-31
AStA Wirtschafts- und Sozialstatistisches Archiv,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11943,Springer Science+Business Media B.V.,1863-8155,1863-8163,2007-01-01,Present
AStA Advances in Statistical Analysis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10182,Springer Science+Business Media B.V.,1863-8171,1863-818X,2004-01-01,Present
TEST,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11749,Springer Science+Business Media B.V.,1133-0686,1863-8260,1997-01-01,Present
TOP,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11750,Springer Science+Business Media B.V.,1134-5764,1863-8279,1997-01-01,Present
Sozial Extra,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12054,Springer Science+Business Media B.V.,0931-279X,1863-8953,2004-01-01,Present
ERA Forum,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12027,Springer Verlag,1612-3093,1863-9038,2000-01-01,Present
ZDM,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11858,Springer Verlag,1863-9690,1863-9704,1997-01-01,Present
European Journal of Trauma and Emergency Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/68,Springer Science+Business Media B.V.,1863-9933,1863-9941,1997-01-01,Present
Blätter der DGVFM,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11857,Springer Verlag,1864-0281,1864-0303,2003-01-01,2010-12-31
Journal of Business Market Management,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12087,Springer Science+Business Media B.V.,1864-0753,1864-0761,2007-01-01,2010-12-31
Journal of Failure Analysis and Prevention,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11668,Springer Science+Business Media B.V.,1547-7029,1864-1245,2001-01-01,Present
